Butomus umbellatus;Sarjarimpi;
Chimaphila umbellata;Sarjatalvikki;
Ornithogalum angustifolium;Sarjatähdikki;
Gnaphalium uliginosum;Savijäkkärä;
Arctium tomentosum;Seittitakiainen;
Dactylorhiza sambucina;Seljakämmekkä;
Lamium amplexicaule;Sepiväpeippi;
Achillea millefolium;Siankärsämö;
Arctostaphylos uva-ursi;Sianpuolukka;
Loiseleuria procumbens;Sielikkö;
Filipendula vulgaris;Sikoangervo;
Scorzonera humilis;Sikojuuri;Harjusikojuuri
Cichorium intybus;Sikuri;
Papaver rhoeas;Silkkiunikko;
Euphrasia spp.;Silmäruohot;
Eruca vesicaria;Sinappikaali;
Lupinus angustifolius;Sinilupiini;
Sherardia arvensis;Sinimatara;
Eryngium planum;Sinipiikkiputki;
Saxifraga oppositifolia;Sinirikko;
Chenopodium glaucum;Sinisavikka;
Hepatica nobilis;Sinivuokko;
Pinguicula vulgaris;Siniyökönlehti;
Dracocephalum sibiricum;Siperianampiaisyrtti;
Geranium sibiricum;Siperiankurjenpolvi;
Sedum aizoon;Siperianmaksaruoho;
Papaver croceum;Siperianunikko;
Medicago sativa ssp. falcata;Sirppimailanen;
Listera ovata;Soikkokaksikko;
Orchis militaris;Soikkokämmekkä;
Plantago media;Soikkoratamo;
Erigeron borealis;Sopulinkallioinen;
Sium latifolium;Sorsanputki;
Paris quadrifolia;Sudenmarja;
Lysimachia nummularia;Suikeroalpi;
